title,year,director,actors,rating,runtime,genre
The Endless,7.609862200913554,"Directors:Justin Benson, Aaron Moorhead","Aaron Moorhead, Justin Benson, Callie Hernandez, Tate Ellington",61.34119912365712,111.0,Drama
Cosmopolis,7.607381425639791,David Cronenberg,"Robert Pattinson, Juliette Binoche, Sarah Gadon, Mathieu Amalric",36.42454008436073,109.0,Crime
The Smurfs: The Legend of Smurfy Hollow,7.607878073278507,Stephan Franck,"Jack Angel, Fred Armisen, Hank Azaria",69.9100080306912,22.0,"Comedy, Animation, Family, Fantasy"
Rim of the World,7.61085279039525,McG,"Jack Gore, Miya Cech, Benjamin Flores Jr.",51.55537689731064,98.0,"Science Fiction, Adventure, Action, Comedy"
For the Love of Spock,7.6093665379542115,Adam Nimoy,"Zoe Saldana, Karl Urban, Chris Pine",84.03753302013078,111.0,Documentary
Resident Evil: Damnation,7.607381425639791,Makoto Kamiya,"Matthew Mercer, Dave Wittenberg, Wendee Lee",69.9100080306912,100.0,"Animation, Horror, Action"
Lake Placid vs. Anaconda,7.60887062919126,A.B. Stone,"Corin Nemec, Yancy Butler, Skye Lourie",41.12293065704463,92.0,"Action, Horror"
The Wolf of Wall Street,7.607878073278507,Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey",102.51999968996881,180.0,Biography
The Impossible,7.607381425639791,J.A. Bayona,"Naomi Watts, Ewan McGregor, Tom Holland",79.15561321339966,114.0,"Thriller, Drama"
The Banker,7.611347717403621,George Nolfi,"Anthony Mackie, Samuel L. Jackson, Nicholas Hoult, Nia Long",79.15561321339966,120.0,Biography
K.G.F: Chapter 1,7.610357618312838,Prashanth Neel,"Yash, Srinidhi Shetty, Ramachandra Raju, Archana Jois",102.51999968996881,156.0,Action
Son of God,7.608374474380783,Christopher Spencer,"Diogo Morgado, Amber Rose Revah, Greg Hicks",67.7050282591593,138.0,Drama
Unlocked,7.609862200913554,Michael Apted,"Noomi Rapace, Orlando Bloom, Toni Collette, John Malkovich",57.305172884912324,98.0,Action
Crystal Skulls,7.608374474380783,Todor Chapkanov,"Richard Burgi, Wendy Glenn, Sam Redford",32.06057193847274,88.0,"Adventure, Science Fiction, TV Movie"
Batman: Assault on Arkham,7.608374474380783,"Jay Oliva, Ethan Spaulding","Kevin Conroy, Neal McDonough, Hynden Walch, Matthew Gray Gubler",81.5747614577252,76.0,"Thriller, Animation, Action, Crime"
Barbie in the Pink Shoes,7.607878073278507,Owen Hurley,"Kelly Sheridan, Katie Crown, Ali Liebert",67.7050282591593,75.0,"Animation, Family"
Spy,7.60887062919126,Paul Feig,"Melissa McCarthy, Rose Byrne, Jude Law, Jason Statham",72.1572896883122,120.0,Action
Alien Warfare,7.61085279039525,Jeremiah Jones,"Clayton Snyder, David B. Meadows, Daniel Washington",23.13120070968066,88.0,"Action, Science Fiction, Thriller"
The Commando,7.612336837167746,Asif Akbar,"Mickey Rourke, Jeff Fahey, Michael Jai White",63.42089566023286,93.0,"Action, Crime, Thriller"
Thunder Force,7.611842399580417,Ben Falcone,"Melissa McCarthy, Octavia Spencer, Jason Bateman, Bobby Cannavale",28.022677122074377,106.0,Action
Avengers: Endgame,7.61085279039525,"Directors:Anthony Russo, Joe Russo","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",108.20786032459395,181.0,Action
Bleed for This,7.6093665379542115,Ben Younger,"Miles Teller, Aaron Eckhart, Katey Sagal, Ciarán Hinds",67.7050282591593,117.0,Biography
The Light Between Oceans,7.6093665379542115,Derek Cianfrance,"Michael Fassbender, Alicia Vikander, Rachel Weisz, Florence Clery",76.77982720685162,133.0,Drama
A United Kingdom,7.6093665379542115,Amma Asante,"David Oyelowo, Rosamund Pike, Tom Felton",65.54208112702213,111.0,"Drama, History"
The Green Inferno,7.607878073278507,Eli Roth,"Lorenza Izzo, Ariel Levy, Aaron Burns",44.44501216944001,100.0,"Action, Horror, Thriller"
Facing Monsters,7.611842399580417,Bentley Dean,"Kerby Brown, Cortney Brown, Glenn Brown",0.0,90.0,Documentary
Phantom,7.607878073278507,Todd Robinson,"Ed Harris, Julian Adams, David Duchovny",49.718783340774266,98.0,Thriller
Da 5 Bloods,7.611347717403621,Spike Lee,"Delroy Lindo, Jonathan Majors, Clarke Peters, Norm Lewis",61.34119912365712,154.0,Adventure
Detroit,7.609862200913554,Kathryn Bigelow,"John Boyega, Anthony Mackie, Algee Smith, Jacob Latimore",79.15561321339966,143.0,Crime
The Lego Ninjago Movie,7.609862200913554,"Directors:Charlie Bean, Paul Fisher, Bob Logan","Jackie Chan, Dave Franco, Fred Armisen, Kumail Nanjiani",51.55537689731064,101.0,Animation
Top Five,7.608374474380783,Chris Rock,"Chris Rock, Rosario Dawson, Gabrielle Union, Kevin Hart",59.30271698622398,102.0,Comedy
The Man from U.N.C.L.E.,7.60887062919126,Guy Ritchie,"Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki",76.77982720685162,116.0,Action
The Twilight Saga: Breaking Dawn - Part 2,7.607381425639791,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli",42.76479054591126,115.0,Adventure
A Ghost Story,7.609862200913554,David Lowery,"Casey Affleck, Rooney Mara, McColm Cephas Jr., Kenneisha Thompson",67.7050282591593,92.0,Drama
London Has Fallen,7.6093665379542115,Babak Najafi,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett",49.718783340774266,99.0,Action
The Last Exorcism Part II,7.607878073278507,Ed Gass-Donnelly,"Ashley Bell, Julia Garner, Spencer Treat Clark",30.678795060196574,88.0,"Horror, Thriller"
Sandy Wexler,7.609862200913554,Steven Brill,"Adam Sandler, Jennifer Hudson, Kevin James",44.44501216944001,130.0,Comedy
Stratton,7.609862200913554,Simon West,"Dominic Cooper, Austin Stowell, Gemma Chan",34.9331339775956,95.0,"Action, Thriller"
Atomic Blonde,7.609862200913554,David Leitch,"Charlize Theron, James McAvoy, John Goodman, Eddie Marsan",65.54208112702213,115.0,Action
The To Do List,7.607878073278507,Maggie Carey,"Aubrey Plaza, Johnny Simmons, Bill Hader, Alia Shawkat",47.921717176698934,104.0,Comedy
Fantastic Beasts: The Crimes of Grindelwald,7.610357618312838,David Yates,"Eddie Redmayne, Katherine Waterston, Dan Fogler",69.9100080306912,134.0,"Adventure, Fantasy, Drama"
The Hunger Games: Catching Fire,7.607878073278507,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman",84.03753302013078,146.0,Action
Val,7.611842399580417,"Ting Poo, Leo Scott","Val Kilmer, Jack Kilmer, Mercedes Kilmer",74.44714078403649,109.0,Documentary
Dragged Across Concrete,7.610357618312838,S. Craig Zahler,"Mel Gibson, Vince Vaughn, Tory Kittles, Michael Jai White",69.9100080306912,158.0,Action
Survivor,7.60887062919126,James McTeigue,"Milla Jovovich, Pierce Brosnan, Dylan McDermott, Paddy Wallace",44.44501216944001,96.0,Action
Pleasure,7.611842399580417,Ninja Thyberg,"Sofia Kappel, Zelda Morrison, Evelyn Claire",55.34828858751685,109.0,Drama
The Zookeeper's Wife,7.609862200913554,Niki Caro,"Jessica Chastain, Johan Heldenbergh, Daniel Brühl, Timothy Radford",72.1572896883122,127.0,Biography
7500,7.61085279039525,Patrick Vollrath,"Joseph Gordon-Levitt, Omid Memar, Aylin Tezel, Carlo Kitzlinger",57.305172884912324,93.0,Action
Solace,7.60887062919126,Afonso Poyart,"Anthony Hopkins, Jeffrey Dean Morgan, Abbie Cornish, Colin Farrell",59.30271698622398,101.0,Crime
The Hating Game,7.611842399580417,Peter Hutchings,"Lucy Hale, Austin Stowell, Damon Daunno",86.54418743517611,102.0,"Comedy, Romance"
Café Society,7.6093665379542115,Woody Allen,"Jesse Eisenberg, Kristen Stewart, Steve Carell, Blake Lively",63.42089566023286,96.0,Comedy
The Counselor,7.607878073278507,Ridley Scott,"Michael Fassbender, Penélope Cruz, Cameron Diaz, Javier Bardem",41.12293065704463,117.0,Crime
The Man Who Invented Christmas,7.609862200913554,Bharat Nalluri,"Dan Stevens, Mark Schrier, Patrick Joseph Byrnes",67.7050282591593,104.0,"Drama, History, Comedy, Family"
Dolittle,7.611347717403621,Stephen Gaghan,"Robert Downey Jr., Antonio Banderas, Michael Sheen, Jim Broadbent",44.44501216944001,101.0,Adventure
American Sniper,7.608374474380783,Clint Eastwood,"Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis",79.15561321339966,133.0,Action
Final Score,7.610357618312838,Scott Mann,"Martyn Ford, Gordon Alexander, Alexandra Dinu",53.43178395413476,104.0,Action
Lion,7.6093665379542115,Garth Davis,"Dev Patel, Nicole Kidman, Rooney Mara, Sunny Pawar",97.01477171215117,118.0,Biography
Spies in Disguise,7.61085279039525,"Directors:Nick Bruno, Troy Quane","Rachel Brosnahan, Jarrett Bruno, Claire Crosby, Toru Uchikado",67.7050282591593,102.0,Animation
Sabotage,7.608374474380783,David Ayer,"Arnold Schwarzenegger, Sam Worthington, Terrence Howard, Olivia Williams",46.1638902214069,109.0,Action
Avengers: Age of Ultron,7.60887062919126,Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",79.15561321339966,141.0,Action
John Wick: Chapter 3 - Parabellum,7.61085279039525,Chad Stahelski,"Keanu Reeves, Halle Berry, Ian McShane, Laurence Fishburne",81.5747614577252,130.0,Action
Age of Tomorrow,7.608374474380783,James Kondelik,"Kelly Hu, Anthony Marks, Robert Picardo, Lane Townsend",12.415696198147824,90.0,"Thriller, Science Fiction, Action"
#realityhigh,7.609862200913554,Fernando Lebrija,"Nesta Cooper, Keith Powers, Alicia Sanz",59.30271698622398,99.0,Comedy
Guns Akimbo,7.61085279039525,Jason Howden,"Daniel Radcliffe, Samara Weaving, Ned Dennehy, Natasha Liu Bordizzo",57.305172884912324,98.0,Action
That Awkward Moment,7.608374474380783,Tom Gormican,"Zac Efron, Michael B. Jordan, Miles Teller, Imogen Poots",53.43178395413476,94.0,Comedy
Wreck-It Ralph,7.607381425639791,Rich Moore,"John C. Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman",89.0949827188567,101.0,Animation
The Hangover Part III,7.607878073278507,Todd Phillips,"Bradley Cooper, Zach Galifianakis, Ed Helms, Justin Bartha",47.921717176698934,100.0,Comedy
Stitches,7.607381425639791,Conor McMahon,"Ross Noble, Tommy Knight, Eoghan McQuinn",59.30271698622398,86.0,Horror
The Campaign,7.607381425639791,Jay Roach,"Will Ferrell, Zach Galifianakis, Jason Sudeikis, Dylan McDermott",53.43178395413476,85.0,Comedy
Kung Fury,7.60887062919126,David Sandberg,"David Sandberg, Jorma Taccone, Steven Chew",84.03753302013078,31.0,"Action, Comedy, Science Fiction, Fantasy"
Colossal,7.6093665379542115,Nacho Vigalondo,"Anne Hathaway, Jason Sudeikis, Austin Stowell, Tim Blake Nelson",55.34828858751685,109.0,Comedy
The Paperboy,7.607381425639791,Lee Daniels,"Matthew McConaughey, Nicole Kidman, John Cusack, Zac Efron",46.1638902214069,107.0,Crime
Alien Convergence,7.609862200913554,Rob Pallatina,"Caroline Ivari, Stephen Brown, Cedric Jonathan, Michael Marcel",23.13120070968066,87.0,"Horror, Action, Science Fiction"
Pound of Flesh,7.60887062919126,Ernie Barbarash,"Jean-Claude Van Damme, John Ralston, Aki Aleong",46.1638902214069,104.0,Action
Sea Fever,7.61085279039525,Neasa Hardiman,"Hermione Corfield, Dag Malmberg, Jack Hickey",59.30271698622398,95.0,"Science Fiction, Horror, Thriller"
Highway,7.608374474380783,Imtiaz Ali,"Alia Bhatt, Randeep Hooda, Durgesh Kumar, Pradeep Nagar",86.54418743517611,133.0,Crime
Muppets Most Wanted,7.608374474380783,James Bobin,"Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire",59.30271698622398,107.0,Adventure
Happier Than Ever: A Love Letter to Los Angeles,7.611842399580417,"Robert Rodriguez, Kerry Asmussen, Patrick Osborne","Gustavo Dudamel, Billie Eilish, Brady Heiser",97.01477171215117,65.0,Music
Twist,7.611842399580417,Martin Owen,"Dominic Di Tommaso, Lena Headey, Samuel Leakey",53.43178395413476,90.0,"Crime, Drama, Action"
Mortdecai,7.60887062919126,David Koepp,"Johnny Depp, Gwyneth Paltrow, Ewan McGregor, Olivia Munn",42.76479054591126,107.0,Action
Turbo Kid,7.60887062919126,"Directors:François Simard, Anouk Whissell, Yoann-Karl Whissell","Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright",65.54208112702213,93.0,Action
The Water Diviner,7.608374474380783,Russell Crowe,"Russell Crowe, Olga Kurylenko, Jai Courtney, Isabel Lucas",72.1572896883122,111.0,Drama
The Cokeville Miracle,7.60887062919126,T.C. Christensen,"Jasen Wade, Sarah Kent, Kimball Stinger",72.1572896883122,94.0,"Mystery, Drama, History, Family, Thriller"
Midsommar,7.61085279039525,Ari Aster,"Florence Pugh, Jack Reynor, Vilhelm Blomgren, William Jackson Harper",74.44714078403649,148.0,Drama
Guardians of the Galaxy Vol. 2,7.609862200913554,James Gunn,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel",86.54418743517611,136.0,Action
The Pilgrim's Progress,7.609862200913554,David West,"Jeremy Oliveria, Matthew McAuliffe, Reavah Hope",94.33002052087464,83.0,"Animation, Adventure"
Zeros and Ones,7.611842399580417,Abel Ferrara,"Ethan Hawke, Cristina Chiriac, Phil Neilson",39.519135538805955,87.0,"Thriller, War"
Bad Education,7.61085279039525,Cory Finley,"Hugh Jackman, Ray Romano, Welker White, Allison Janney",74.44714078403649,108.0,Biography
Rambo: Last Blood,7.61085279039525,Adrian Grunberg,"Sylvester Stallone, Paz Vega, Sergio Peris-Mencheta, Adriana Barraza",53.43178395413476,89.0,Action
The Batman,7.612336837167746,Matt Reeves,"Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell",94.33002052087464,176.0,Action
Stretch,7.608374474380783,Joe Carnahan,"Patrick Wilson, Ed Helms, James Badge Dale, Brooklyn Decker",61.34119912365712,94.0,Comedy
Blood of Redemption,7.607878073278507,"Giorgio Serafini, Shawn Sourgose","Dolph Lundgren, Vinnie Jones, Billy Zane",33.47858098245263,85.0,"Drama, Action, Thriller, Crime"
The Little Hours,7.609862200913554,Jeff Baena,"Alison Brie, Dave Franco, Kate Micucci",46.1638902214069,90.0,Comedy
The Internship,7.607878073278507,Shawn Levy,"Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi",57.305172884912324,119.0,Comedy
The World's End,7.607878073278507,Edgar Wright,"Simon Pegg, Nick Frost, Martin Freeman, Rosamund Pike",69.9100080306912,109.0,Action
22-Jul,7.610357618312838,Paul Greengrass,"Anders Danielsen Lie, Jonas Strand Gravli, Jon Øigarden, Maria Bock",67.7050282591593,143.0,Crime
Colonia,7.60887062919126,Florian Gallenberger,"Emma Watson, Daniel Brühl, Michael Nyqvist, Richenda Carey",72.1572896883122,110.0,Biography
The DUFF,7.60887062919126,Ari Sandel,"Mae Whitman, Bella Thorne, Robbie Amell",67.7050282591593,101.0,"Romance, Comedy"
Robin Robin,7.611842399580417,"Daniel Ojari, Michael Please","Bronte Carmichael, Richard E. Grant, Gillian Anderson",79.15561321339966,32.0,"Animation, Adventure, Family, Music"
Sharknado 5: Global Swarming,7.609862200913554,Anthony C. Ferrante,"Ian Ziering, Tara Reid, Cassandra Scerbo",33.47858098245263,93.0,"Action, Comedy, Science Fiction, TV Movie, Adventure"
The Children Act,7.609862200913554,Richard Eyre,"Emma Thompson, Stanley Tucci, Reena Lalbihari",61.34119912365712,105.0,Drama
The Lego Batman Movie,7.609862200913554,Chris McKay,"Will Arnett, Michael Cera, Rosario Dawson, Ralph Fiennes",79.15561321339966,104.0,Animation
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",7.608374474380783,Miguel Arteta,"Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",55.34828858751685,81.0,Comedy
The 5th Wave,7.6093665379542115,J Blakeson,"Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez, Bailey Anne Borders",37.95310590351998,112.0,Action
Scooby-Doo! WrestleMania Mystery,7.608374474380783,"Brandon Vietti, Seung-goo Jo, Young Won Jung, Jinsung Kim","Frank Welker, Mindy Cohn, Grey Griffin, Matthew Lillard",81.5747614577252,84.0,"Animation, Comedy, Family, Mystery"
Inherent Vice,7.608374474380783,Paul Thomas Anderson,"Joaquin Phoenix, Josh Brolin, Owen Wilson, Katherine Waterston",63.42089566023286,148.0,Comedy
How to Be a Latin Lover,7.609862200913554,Ken Marino,"Eugenio Derbez, Salma Hayek, Raphael Alejandro",69.9100080306912,115.0,Comedy
Krym,7.609862200913554,Aleksey Pimanov,"Roman Kurtsyn, Evgeniya Lapova, Pavel Kraynov, Pavel Trubiner",18.783179589303334,99.0,Action
You Get Me,7.609862200913554,Brent Bonacorso,"Bella Thorne, Halston Sage, Taylor John Smith",44.44501216944001,89.0,"Thriller, Romance, Drama"
Southpaw,7.60887062919126,Antoine Fuqua,"Jake Gyllenhaal, Rachel McAdams, Oona Laurence, Forest Whitaker",79.15561321339966,124.0,Action
The Lone Ranger,7.607878073278507,Gore Verbinski,"Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson",59.30271698622398,150.0,Action
Ted,7.607381425639791,Seth MacFarlane,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale",69.9100080306912,106.0,Comedy
Julieta,7.6093665379542115,Pedro Almodóvar,"Emma Suárez, Adriana Ugarte, Daniel Grao, Inma Cuesta",74.44714078403649,99.0,Drama
Silent Hill: Revelation,7.607381425639791,M.J. Bassett,"Adelaide Clemens, Kit Harington, Sean Bean, Carrie-Anne Moss",33.47858098245263,95.0,Horror
Scorched Earth,7.610357618312838,Peter Howitt,"Gina Carano, Ryan Robbins, John Hannah",39.519135538805955,96.0,"Action, Science Fiction"
Run,7.611347717403621,Aneesh Chaganty,"Sarah Paulson, Kiera Allen, Sara Sohn, Pat Healy",65.54208112702213,90.0,Mystery
Wonder,7.609862200913554,Stephen Chbosky,"Jacob Tremblay, Owen Wilson, Izabela Vidovic, Julia Roberts",94.33002052087464,113.0,Drama
Frances Ha,7.607381425639791,Noah Baumbach,"Greta Gerwig, Mickey Sumner, Adam Driver, Michael Zegen",81.5747614577252,86.0,Comedy
Bachelorette,7.607381425639791,Leslye Headland,"Kirsten Dunst, Isla Fisher, Lizzy Caplan, James Marsden",39.519135538805955,87.0,Comedy
Krampus,7.60887062919126,Michael Dougherty,"Adam Scott, Toni Collette, David Koechner, Allison Tolman",55.34828858751685,98.0,Comedy
Wish I Was Here,7.608374474380783,Zach Braff,"Zach Braff, Joey King, Pierce Gagnon, Kate Hudson",63.42089566023286,106.0,Comedy
Dirty Grandpa,7.6093665379542115,Dan Mazer,"Robert De Niro, Zac Efron, Zoey Deutch, Aubrey Plaza",49.718783340774266,102.0,Comedy
Ron's Gone Wrong,7.611842399580417,"Directors:Sarah Smith, Jean-Philippe Vine, Octavio E. Rodriguez","Jack Dylan Grazer, Zach Galifianakis, Ed Helms, Olivia Colman",72.1572896883122,107.0,Animation
Batman v Superman: Dawn of Justice (Ultimate Edition),7.6093665379542115,Zack Snyder,"Amy Adams, Ben Affleck, Henry Cavill, Jesse Eisenberg",74.44714078403649,182.0,Action
The Railway Man,7.607878073278507,Jonathan Teplitzky,"Colin Firth, Nicole Kidman, Stellan Skarsgård, Jeremy Irvine",74.44714078403649,116.0,Biography
Parker,7.607878073278507,Taylor Hackford,"Jason Statham, Jennifer Lopez, Michael Chiklis, Nick Nolte",55.34828858751685,118.0,Action
While We're Young,7.608374474380783,Noah Baumbach,"Ben Stiller, Naomi Watts, Adam Driver, Amanda Seyfried",57.305172884912324,97.0,Comedy
Pride and Prejudice and Zombies,7.6093665379542115,Burr Steers,"Lily James, Sam Riley, Jack Huston, Bella Heathcote",47.921717176698934,108.0,Action
Before We Go,7.608374474380783,Chris Evans,"Chris Evans, Alice Eve, Emma Fitzpatrick, John Cullum",67.7050282591593,95.0,Comedy
Motherly,7.611842399580417,Craig Wallace,"Lora Burke, Tessa Kozma, Kristen MacCulloch",76.77982720685162,80.0,"Thriller, Horror"
Nebraska,7.607878073278507,Alexander Payne,"Bruce Dern, Will Forte, June Squibb, Bob Odenkirk",89.0949827188567,115.0,Adventure
The Marksman,7.611842399580417,Robert Lorenz,"Katheryn Winnick, Liam Neeson, Teresa Ruiz, Juan Pablo Raba",44.44501216944001,108.0,Drama
Inside Out,7.60887062919126,"Directors:Pete Docter, Ronnie Del Carmen","Amy Poehler, Bill Hader, Lewis Black, Mindy Kaling",102.51999968996881,95.0,Animation
Ghostbusters: Afterlife,7.611842399580417,Jason Reitman,"Carrie Coon, Paul Rudd, Finn Wolfhard, Mckenna Grace",74.44714078403649,124.0,Adventure
Mowgli: Legend of the Jungle,7.610357618312838,Andy Serkis,"Christian Bale, Cate Blanchett, Benedict Cumberbatch",61.34119912365712,104.0,"Adventure, Drama"
The Tashkent Files,7.61085279039525,Vivek Agnihotri,"Shweta Basu Prasad, Mithun Chakraborty, Naseeruddin Shah, Pankaj Tripathi",99.74468116706201,134.0,Drama
Marrowbone,7.609862200913554,Sergio G. Sánchez,"George MacKay, Anya Taylor-Joy, Charlie Heaton, Mia Goth",63.42089566023286,110.0,Adventure
Lego DC Comics Super Heroes: The Flash,7.610357618312838,Ethan Spaulding,"James Arnold Taylor, Kate Micucci, Kevin Michael Richardson, Troy Baker",67.7050282591593,78.0,"Adventure, Animation, Comedy, Family, Science Fiction"
Jab Tak Hai Jaan,7.607381425639791,Yash Chopra,"Shah Rukh Khan, Katrina Kaif, Anushka Sharma, Anupam Kher",65.54208112702213,198.0,Drama
The Nut Job 2: Nutty by Nature,7.609862200913554,Cal Brunker,"Will Arnett, Maya Rudolph, Bobby Cannavale",49.718783340774266,91.0,"Animation, Family, Adventure, Comedy"
Escape from Planet Earth,7.607381425639791,Cal Brunker,"Brendan Fraser, Sarah Jessica Parker, Jessica Alba, Rob Corddry",47.921717176698934,89.0,Animation
Sinister,7.607381425639791,Scott Derrickson,"Ethan Hawke, Juliet Rylance, James Ransone, Fred Thompson",67.7050282591593,110.0,Horror
The Wolverine,7.607878073278507,James Mangold,"Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima",65.54208112702213,126.0,Action
The Hunt,7.611347717403621,Craig Zobel,"Betty Gilpin, Hilary Swank, Ike Barinholtz, Wayne Duvall",61.34119912365712,90.0,Action
Les misérables,7.61085279039525,Ladj Ly,"Damien Bonnard, Alexis Manenti, Djebril Zonga, Issa Perica",86.54418743517611,104.0,Crime
I Kill Giants,7.609862200913554,Anders Walter,"Madison Wolfe, Zoe Saldana, Imogen Poots, Sydney Wade",53.43178395413476,106.0,Drama
Blood Ties,7.607878073278507,Guillaume Canet,"Clive Owen, Marion Cotillard, Billy Crudup",53.43178395413476,127.0,"Thriller, Crime, Drama"
The Tall Man,7.607381425639791,Pascal Laugier,"Jessica Biel, Jodelle Ferland, William B. Davis, Stephen McHattie",49.718783340774266,106.0,Crime
Homefront,7.607878073278507,Gary Fleder,"Jason Statham, James Franco, Winona Ryder, Kate Bosworth",61.34119912365712,100.0,Action
Are You Here,7.607878073278507,Matthew Weiner,"Owen Wilson, Zach Galifianakis, Amy Poehler",37.95310590351998,114.0,Comedy
Hostiles,7.609862200913554,Scott Cooper,"Scott Shepherd, Rosamund Pike, Ava Cooper, Stella Cooper",76.77982720685162,134.0,Drama
Eurovision Song Contest: The Story of Fire Saga,7.611347717403621,David Dobkin,"Will Ferrell, Rachel McAdams, Dan Stevens, Mikael Persbrandt",61.34119912365712,123.0,Comedy
A Score to Settle,7.61085279039525,Shawn Ku,"Nicolas Cage, Noah Le Gros, Karolina Wydra",55.34828858751685,103.0,"Action, Thriller, Drama"
Palo Alto,7.607878073278507,Gia Coppola,"Emma Roberts, James Franco, Jack Kilmer, Zoe Levin",55.34828858751685,100.0,Drama
Battleship,7.607381425639791,Peter Berg,"Alexander Skarsgård, Brooklyn Decker, Liam Neeson, Rihanna",47.921717176698934,131.0,Action
The Snowman,7.609862200913554,Tomas Alfredson,"Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Jonas Karlsson",36.42454008436073,119.0,Crime
Scooby-Doo! Stage Fright,7.607878073278507,Victor Cook,"Frank Welker, Matthew Lillard, Grey Griffin, Mindy Cohn",91.69017539499492,75.0,"Family, Adventure, Animation, Comedy, Mystery"
It Comes at Night,7.609862200913554,Trey Edward Shults,"Joel Edgerton, Christopher Abbott, Carmen Ejogo, Riley Keough",55.34828858751685,91.0,Drama
The Choice,7.6093665379542115,Ross Katz,"Benjamin Walker, Teresa Palmer, Alexandra Daddario, Maggie Grace",61.34119912365712,111.0,Drama
The Nice Guys,7.6093665379542115,Shane Black,"Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer",79.15561321339966,116.0,Action
Into the Inferno,7.6093665379542115,Werner Herzog,"Werner Herzog, Katia Krafft, Maurice Krafft",74.44714078403649,104.0,Documentary
The Witch,7.60887062919126,Robert Eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie",69.9100080306912,92.0,"Drama, Fantasy, Horror, Mystery"
Behind the Candelabra,7.607878073278507,Steven Soderbergh,"Michael Douglas, Matt Damon, Scott Bakula, Eric Zuckerman",72.1572896883122,118.0,Biography
Ride Along,7.608374474380783,Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter, John Leguizamo",53.43178395413476,99.0,Action
Riddick,7.607878073278507,David Twohy,"Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Mollà",59.30271698622398,119.0,Action
Killing Jesus,7.60887062919126,Christopher Menaul,"Kelsey Grammer, Vernon Dobtcheff, Eoin Macken",57.305172884912324,132.0,"Drama, History, TV Movie"
Upside Down,7.607381425639791,Juan Solanas,"Jim Sturgess, Kirsten Dunst, Timothy Spall, Blu Mankuma",57.305172884912324,109.0,Drama
Minecraft: The Story of Mojang,7.607381425639791,Paul Owens,"Jens Bergensten, Jonathan Blow, Lewis Brindley",79.15561321339966,98.0,Documentary
Khumba,7.607878073278507,Anthony Silverston,"Jake T. Austin, Adrian Rhodes, Sam Riegel",51.55537689731064,85.0,"Animation, Adventure, Family"
A Quiet Place Part II,7.611347717403621,John Krasinski,"Emily Blunt, Millicent Simmonds, Cillian Murphy, John Krasinski",76.77982720685162,97.0,Drama
Swallow,7.61085279039525,Carlo Mirabella-Davis,"Haley Bennett, Austin Stowell, Denis O'Hare",42.76479054591126,94.0,"Drama, History, Thriller, Crime"
Oculus,7.607878073278507,Mike Flanagan,"Karen Gillan, Brenton Thwaites, Katee Sackhoff, Rory Cochrane",61.34119912365712,104.0,Horror
Jobs,7.607878073278507,Joshua Michael Stern,"Ashton Kutcher, Dermot Mulroney, Josh Gad, Lukas Haas",51.55537689731064,128.0,Biography
On the Rocks,7.611347717403621,Sofia Coppola,"Bill Murray, Rashida Jones, Marlon Wayans, Jessica Henwick",59.30271698622398,96.0,Comedy
Freaky,7.611347717403621,Christopher Landon,"Vince Vaughn, Kathryn Newton, Celeste O'Connor, Misha Osherovich",57.305172884912324,102.0,Comedy
Never Rarely Sometimes Always,7.611347717403621,Eliza Hittman,"Sidney Flanigan, Talia Ryder, Théodore Pellerin, Eliazar Jimenez",81.5747614577252,101.0,Drama
"Game Over, Man!",7.610357618312838,Kyle Newacheck,"Adam Devine, Anders Holm, Blake Anderson, Chloe Bridges",41.12293065704463,101.0,Action
Final: The Rapture,7.607878073278507,Timothy A. Chey,"Jah Shams, Mary Grace, Carman",21.99408339122695,90.0,Thriller
